num,productNum,billToName,qty,qtyonhand,qtyonorderpo,qtyonorderto,qtyonordertotal,soitemstatusId,sostatusId,pickitemstatusId,soitemtypeId,dateLastModified
202217,HIK-DS-2CD2665G1-IZS,CRUSADER SECURITY,2,36,158,0,158,10,20,10,10,21/05/2020
202217,BRA-1280ZJ-S,CRUSADER SECURITY,2,22,70,0,70,10,20,10,10,21/05/2020
202577L,HIK-DS-2DE4A220IW-DE,PROTECT WEST SECURITY,1,0,0,0,0,10,20,5,10,25/08/2020
203004,HDD-WD-P-3TB,PROTECT WEST SECURITY,,38,4,0,4,10,25,,20,28/05/2020
203379,ION-FEBM-720,HBE SECURITY PTY LTD,8,0,64,24,88,10,20,5,10,2/06/2020
204031,ION-F16-2000A,HBE SECURITY PTY LTD,2,0,8,22,30,10,25,5,10,20/08/2020
204031,ION-FEBM-720,HBE SECURITY PTY LTD,4,0,64,24,88,10,25,5,10,20/08/2020
204031,ION-F16-AS400,HBE SECURITY PTY LTD,1,11,40,12,52,10,25,11,10,20/08/2020
204031,ION-F16-AS400,HBE SECURITY PTY LTD,1,11,40,12,52,10,25,5,10,20/08/2020
204473,HIK-DS-2CD6825G0/C-IVS,CORPCLOUD PTY LTD,1,0,2,0,2,10,20,5,10,12/06/2020
204600,HIK-DS-2CD6425G0-10-2M-3,BDMS Engineering,6,0,6,0,6,10,20,5,10,15/06/2020
204663,ION-FEBM-720,BLUE FORCE PTY LTD,2,0,64,24,88,10,25,5,10,19/08/2020
